Case,Timestamp,Activity,Activity_fixed,label
10501095,2014-10-14 07:00:40,treat subcases content,treat subcases contet,
10501095,2014-10-21 07:00:04,creating cover letter decision,creating cover letter dcision,
10501095,2014-10-21 07:00:05,enter senddate decision,enter senddatr decision,
10501095,2014-10-21 07:00:06,enter senddate decision environmental permit,enter senddatae decision environmental permit,
10501095,2014-10-21 07:00:07,generating decision environmental permit,generatin decision environmental permit,
10501095,2014-10-21 07:00:08,phase decision ready,phase decision readu,
10501095,2014-10-21 07:00:09,phase decision sent,phase decision sent,
10501095,2014-10-21 07:00:10,phase decision taken,Phase decision taken,
10501095,2014-10-21 07:00:11,register objection and appeal periods,register objetion and appeal periods,
10501095,2014-10-21 07:00:12,set decision phase decision permitting decided,set decision phase decision prmitting decided,
10501095,2014-10-21 07:00:13,start decision phase decision permitting sent,start decsiion phase decision permitting sent,
10501095,2014-10-21 07:00:14,submit decision,Submit decision,
10501095,2014-10-21 07:00:15,transcript decision environmental permit to stakeholders,Transcript decision environmental permit to stakeholders,
10542627,2014-06-04 07:00:20,register submission date request,register submission dater equest,
10542627,2014-06-05 07:00:15,OLO messaging active,LLO messaging active,
10542627,2014-06-05 07:00:16,create procedure confirmation,rceate procedure confirmation,
10542627,2014-06-05 07:00:17,create publication document,create publication document,
10542627,2014-06-05 07:00:18,create subcases completeness,create subcases completeness,
10542627,2014-06-05 07:00:19,forward to the competent authority,Forward to the competent authority,
10542627,2014-06-05 07:00:20,phase application received,pmhase application received,
10542627,2014-06-05 07:00:21,publish,publish,
10542627,2014-06-05 07:00:22,registration date publication,registBration date publication,
10542627,2014-06-05 07:00:23,regular procedure without MER,Regular procedure without MER,
10542627,2014-06-05 07:00:24,send confirmation receipt,send confirmation recei;t,
10542627,2014-06-05 07:00:25,start WABOprocedure,sctart WABOprocedure,
10542627,2014-06-19 07:00:02,article 34  WABO applies,article 34  WABO ap;lies,
10542627,2014-06-19 07:00:03,ask stakeholders views,ask stakeholders views,
10542627,2014-06-19 07:00:04,by law,by law,
10542627,2014-06-19 07:00:05,coordination of application,Coordination of application,
10542627,2014-06-19 07:00:06,create subcases content,create subcases content,
10542627,2014-06-19 07:00:07,creating cover letter decision,creating cover letter dcision,
10542627,2014-06-19 07:00:08,creating environmental permit decision,creating environmental permit deciRsion,
10542627,2014-06-19 07:00:09,decision date prior to decision,Decision date prior to decision,
10542627,2014-06-19 07:00:10,enter senddate decision,enter senddatr decision,
10542627,2014-06-19 07:00:11,enter senddate decision environmental permit,enter senddatae decision environmental permit,
10542627,2014-06-19 07:00:12,generating decision environmental permit,generatin decision environmental permit,
10542627,2014-06-19 07:00:13,grounds for refusal,Grounds for refusal,
10542627,2014-06-19 07:00:14,phase advice known,pqhase advice known,
10542627,2014-06-19 07:00:15,phase application receptive,phase application receptivXe,
10542627,2014-06-19 07:00:16,phase decision ready,phase decision readu,
10542627,2014-06-19 07:00:17,phase decision sent,phase decision sent,
10542627,2014-06-19 07:00:18,phase decision taken,Phase decision taken,
10542627,2014-06-19 07:00:19,procedure change,procedure change,
10542627,2014-06-19 07:00:20,procedure change,procedure change,
10542627,2014-06-19 07:00:21,register objection and appeal periods,register objetion and appeal periods,
10542627,2014-06-19 07:00:22,request complete,request complet,
10542627,2014-06-19 07:00:23,send letter in progress,send letter in progresws,
10542627,2014-06-19 07:00:24,set decision status,set decision status,
10542627,2014-06-19 07:00:25,submit decision,Submit decision,
10542627,2014-06-19 07:00:26,suspension ground applicable,suspension ground applicablse,
10542627,2014-06-19 07:00:27,transcript decision environmental permit to stakeholders,Transcript decision environmental permit to stakeholders,
10542627,2014-06-24 07:00:56,record date of decision environmental permit,Record date of decision environmental permit,
10542627,2014-06-24 07:00:57,set decision phase decision permitting decided,set decision phase decision prmitting decided,
10542627,2014-06-30 07:00:48,enter senddate decision environmental permit,enter senddatae decision environmental permit,
10542627,2014-06-30 07:00:49,start decision phase decision permitting sent,start decsiion phase decision permitting sent,
10542627,2014-08-15 07:00:01,set phase: phase permitting irrevocable,set phase: phase permitting irrevocable,
10542627,2014-08-21 07:00:02,close case,close case,
10542627,2014-08-21 07:00:03,objection lodged against decision,objection lodged against decision,
10542627,2014-08-21 07:00:04,phase archived case,phase archived case,
10542627,2014-08-21 07:00:05,phase case handled,phase case handled,
10542627,2014-08-21 07:00:06,phase decision irrevocable,phase dfecision irrevocable,
10542627,2014-08-21 07:00:07,read publication date field,reaAd publication date field,
10542627,2014-08-21 07:00:08,read publication date field,reaAd publication date field,
10542627,2014-08-21 07:00:09,stop all running subcases 2b,stop all running subcases 2b,
10548783,2014-06-04 07:00:22,register submission date request,register submission dater equest,
10548783,2014-06-05 07:00:37,OLO messaging active,LLO messaging active,
10548783,2014-06-05 07:00:38,create procedure confirmation,rceate procedure confirmation,
10548783,2014-06-05 07:00:39,create publication document,create publication document,
10548783,2014-06-05 07:00:40,create subcases completeness,create subcases completeness,
10548783,2014-06-05 07:00:41,forward to the competent authority,Forward to the competent authority,
10548783,2014-06-05 07:00:42,phase application received,pmhase application received,
10548783,2014-06-05 07:00:43,publish,publish,
10548783,2014-06-05 07:00:44,registration date publication,registBration date publication,
10548783,2014-06-05 07:00:45,regular procedure without MER,Regular procedure without MER,
10548783,2014-06-05 07:00:46,send confirmation receipt,send confirmation recei;t,
10548783,2014-06-05 07:00:47,start WABOprocedure,sctart WABOprocedure,
10548783,2014-06-16 07:00:39,article 34  WABO applies,article 34  WABO ap;lies,
10548783,2014-06-16 07:00:40,ask stakeholders views,ask stakeholders views,
10548783,2014-06-16 07:00:41,by law,by law,
10548783,2014-06-16 07:00:42,coordination of application,Coordination of application,
10548783,2014-06-16 07:00:43,create subcases content,create subcases content,
10548783,2014-06-16 07:00:44,creating cover letter decision,creating cover letter dcision,
10548783,2014-06-16 07:00:45,creating environmental permit decision,creating environmental permit deciRsion,
10548783,2014-06-16 07:00:46,decision date prior to decision,Decision date prior to decision,
10548783,2014-06-16 07:00:47,generating decision environmental permit,generatin decision environmental permit,
10548783,2014-06-16 07:00:48,grounds for refusal,Grounds for refusal,
10548783,2014-06-16 07:00:49,phase advice known,pqhase advice known,
10548783,2014-06-16 07:00:50,phase application receptive,phase application receptivXe,
10548783,2014-06-16 07:00:51,phase decision ready,phase decision readu,
10548783,2014-06-16 07:00:52,phase decision taken,Phase decision taken,
10548783,2014-06-16 07:00:53,procedure change,procedure change,
10548783,2014-06-16 07:00:54,procedure change,procedure change,
10548783,2014-06-16 07:00:55,register objection and appeal periods,register objetion and appeal periods,
10548783,2014-06-16 07:00:56,request complete,request complet,
10548783,2014-06-16 07:00:57,send letter in progress,send letter in progresws,
10548783,2014-06-16 07:00:58,set decision status,set decision status,
10548783,2014-06-16 07:00:59,submit decision,Submit decision,
10548783,2014-06-16 07:01:00,suspension ground applicable,suspension ground applicablse,
10548783,2014-06-17 07:00:41,record date of decision environmental permit,Record date of decision environmental permit,
10548783,2014-06-17 07:00:42,set decision phase decision permitting decided,set decision phase decision prmitting decided,
10548783,2014-06-23 07:01:03,enter senddate decision environmental permit,enter senddatae decision environmental permit,
10548783,2014-06-23 07:01:04,start decision phase decision permitting sent,start decsiion phase decision permitting sent,
10548783,2014-08-08 07:00:02,register deadline,register deadline,
10548783,2014-08-08 07:00:03,set phase: phase permitting irrevocable,set phase: phase permitting irrevocable,
10548783,2014-08-11 07:00:36,close case,close case,
10548783,2014-08-11 07:00:37,enter senddate decision,enter senddatr decision,
10548783,2014-08-11 07:00:38,enter senddate decision environmental permit,enter senddatae decision environmental permit,
10548783,2014-08-11 07:00:39,objection lodged against decision,objection lodged against decision,
10548783,2014-08-11 07:00:40,phase archived case,phase archived case,
10548783,2014-08-11 07:00:41,phase case handled,phase case handled,
10548783,2014-08-11 07:00:42,phase decision irrevocable,phase dfecision irrevocable,
10548783,2014-08-11 07:00:43,phase decision sent,phase decision sent,
10548783,2014-08-11 07:00:44,read publication date field,reaAd publication date field,
10548783,2014-08-11 07:00:45,read publication date field,reaAd publication date field,
10548783,2014-08-11 07:00:46,stop all running subcases 2b,stop all running subcases 2b,
10548783,2014-08-11 07:00:47,transcript decision environmental permit to stakeholders,Transcript decision environmental permit to stakeholders,
10593326,2014-06-10 07:00:15,register submission date request,register submission dater equest,
10593326,2014-06-12 07:00:33,OLO messaging active,LLO messaging active,
10593326,2014-06-12 07:00:34,create procedure confirmation,rceate procedure confirmation,
10593326,2014-06-12 07:00:35,create publication document,create publication document,
10593326,2014-06-12 07:00:36,create subcases completeness,create subcases completeness,
10593326,2014-06-12 07:00:37,forward to the competent authority,Forward to the competent authority,
10593326,2014-06-12 07:00:38,phase application received,pmhase application received,
10593326,2014-06-12 07:00:39,procedure change,procedure change,
10593326,2014-06-12 07:00:40,publish,publish,
10593326,2014-06-12 07:00:41,registration date publication,registBration date publication,
10593326,2014-06-12 07:00:42,regular procedure without MER,Regular procedure without MER,
10593326,2014-06-12 07:00:43,send confirmation receipt,send confirmation recei;t,
10593326,2014-06-12 07:00:44,send confirmation receipt,send confirmation recei;t,
10593326,2014-06-12 07:00:45,start WABOprocedure,sctart WABOprocedure,
10593326,2014-07-14 07:00:04,article 34  WABO applies,article 34  WABO ap;lies,
10593326,2014-07-14 07:00:05,ask stakeholders views,ask stakeholders views,
10593326,2014-07-14 07:00:06,by law,by law,
10593326,2014-07-14 07:00:07,coordination of application,Coordination of application,
10593326,2014-07-14 07:00:08,create subcases content,create subcases content,
10593326,2014-07-14 07:00:09,creating environmental permit decision,creating environmental permit deciRsion,
10593326,2014-07-14 07:00:10,decision date prior to decision,Decision date prior to decision,
10593326,2014-07-14 07:00:11,generating decision environmental permit,generatin decision environmental permit,
10593326,2014-07-14 07:00:12,grounds for refusal,Grounds for refusal,
10593326,2014-07-14 07:00:13,phase advice known,pqhase advice known,
10593326,2014-07-14 07:00:14,phase application receptive,phase application receptivXe,
10593326,2014-07-14 07:00:15,phase decision ready,phase decision readu,
10593326,2014-07-14 07:00:16,procedure change,procedure change,
10593326,2014-07-14 07:00:17,request complete,request complet,
10593326,2014-07-14 07:00:18,send letter in progress,send letter in progresws,
10593326,2014-07-14 07:00:19,set decision status,set decision status,
10593326,2014-07-14 07:00:20,submit decision,Submit decision,
10593326,2014-07-14 07:00:21,suspension ground applicable,suspension ground applicablse,
10593326,2014-07-22 07:00:45,create publication document,create publication document,
10593326,2014-07-22 07:00:46,creating cover letter decision,creating cover letter dcision,
10593326,2014-07-22 07:00:47,enter date publication decision environmental permit,enter date publication decision environmmental permit,
10593326,2014-07-22 07:00:48,enter senddate decision,enter senddatr decision,
10593326,2014-07-22 07:00:49,enter senddate decision environmental permit,enter senddatae decision environmental permit,
10593326,2014-07-22 07:00:50,phase decision sent,phase decision sent,
10593326,2014-07-22 07:00:51,phase decision taken,Phase decision taken,
10593326,2014-07-22 07:00:52,record date of decision environmental permit,Record date of decision environmental permit,
10593326,2014-07-22 07:00:53,register objection and appeal periods,register objetion and appeal periods,
10593326,2014-07-22 07:00:54,set decision phase decision permitting decided,set decision phase decision prmitting decided,
10593326,2014-07-22 07:00:55,transcript decision environmental permit to stakeholders,Transcript decision environmental permit to stakeholders,
10593326,2014-07-23 07:00:50,enter senddate decision environmental permit,enter senddatae decision environmental permit,
10593326,2014-07-23 07:00:51,start decision phase decision permitting sent,start decsiion phase decision permitting sent,
10621018,2014-06-13 07:00:46,register submission date request,register submission dater equest,
10621018,2014-06-16 07:01:01,OLO messaging active,LLO messaging active,
10621018,2014-06-16 07:01:02,create procedure confirmation,rceate procedure confirmation,
10621018,2014-06-16 07:01:03,create publication document,create publication document,
10621018,2014-06-16 07:01:04,create subcases completeness,create subcases completeness,
10621018,2014-06-16 07:01:05,forward to the competent authority,Forward to the competent authority,
10621018,2014-06-16 07:01:06,phase application received,pmhase application received,
10621018,2014-06-16 07:01:07,procedure change,procedure change,
10621018,2014-06-16 07:01:08,publish,publish,
10621018,2014-06-16 07:01:09,registration date publication,registBration date publication,
10621018,2014-06-16 07:01:10,regular procedure without MER,Regular procedure without MER,
10621018,2014-06-16 07:01:11,send confirmation receipt,send confirmation recei;t,
10621018,2014-06-16 07:01:12,send confirmation receipt,send confirmation recei;t,
10621018,2014-06-16 07:01:13,start WABOprocedure,sctart WABOprocedure,
10621018,2014-07-14 07:00:22,article 34  WABO applies,article 34  WABO ap;lies,
10621018,2014-07-14 07:00:23,ask stakeholders views,ask stakeholders views,
10621018,2014-07-14 07:00:24,by law,by law,
10621018,2014-07-14 07:00:25,coordination of application,Coordination of application,
10621018,2014-07-14 07:00:26,create subcases content,create subcases content,
10621018,2014-07-14 07:00:27,creating environmental permit decision,creating environmental permit deciRsion,
10621018,2014-07-14 07:00:28,decision date prior to decision,Decision date prior to decision,
10621018,2014-07-14 07:00:29,generating decision environmental permit,generatin decision environmental permit,
10621018,2014-07-14 07:00:30,grounds for refusal,Grounds for refusal,
10621018,2014-07-14 07:00:31,phase advice known,pqhase advice known,
10621018,2014-07-14 07:00:32,phase application receptive,phase application receptivXe,
10621018,2014-07-14 07:00:33,phase decision ready,phase decision readu,
10621018,2014-07-14 07:00:34,procedure change,procedure change,
10621018,2014-07-14 07:00:35,request complete,request complet,
10621018,2014-07-14 07:00:36,send letter in progress,send letter in progresws,
10621018,2014-07-14 07:00:37,set decision status,set decision status,
10621018,2014-07-14 07:00:38,submit decision,Submit decision,
10621018,2014-07-14 07:00:39,suspension ground applicable,suspension ground applicablse,
10621018,2014-07-22 07:00:56,create publication document,create publication document,
10621018,2014-07-22 07:00:57,creating cover letter decision,creating cover letter dcision,
10621018,2014-07-22 07:00:58,enter date publication decision environmental permit,enter date publication decision environmmental permit,
10621018,2014-07-22 07:00:59,enter senddate decision,enter senddatr decision,
10621018,2014-07-22 07:01:00,enter senddate decision environmental permit,enter senddatae decision environmental permit,
10621018,2014-07-22 07:01:01,phase decision sent,phase decision sent,
10621018,2014-07-22 07:01:02,phase decision taken,Phase decision taken,
10621018,2014-07-22 07:01:03,record date of decision environmental permit,Record date of decision environmental permit,
10621018,2014-07-22 07:01:04,register objection and appeal periods,register objetion and appeal periods,
10621018,2014-07-22 07:01:05,set decision phase decision permitting decided,set decision phase decision prmitting decided,
10621018,2014-07-22 07:01:06,transcript decision environmental permit to stakeholders,Transcript decision environmental permit to stakeholders,
10621018,2014-07-23 07:00:52,enter senddate decision environmental permit,enter senddatae decision environmental permit,
10621018,2014-07-23 07:00:53,start decision phase decision permitting sent,start decsiion phase decision permitting sent,
10621018,2014-07-30 07:00:01,set decision phase decision permitting published,set decision phase decision permitting published,
10658101,2014-06-26 07:00:20,OLO messaging active,LLO messaging active,
10658101,2014-06-26 07:00:21,phase application received,pmhase application received,
10667547,2014-06-19 07:00:40,register submission date request,register submission dater equest,
10667547,2014-06-20 07:00:16,OLO messaging active,LLO messaging active,
10667547,2014-06-20 07:00:17,create procedure confirmation,rceate procedure confirmation,
10667547,2014-06-20 07:00:18,create publication document,create publication document,
10667547,2014-06-20 07:00:19,create subcases completeness,create subcases completeness,
10667547,2014-06-20 07:00:20,forward to the competent authority,Forward to the competent authority,
10667547,2014-06-20 07:00:21,phase application received,pmhase application received,
10667547,2014-06-20 07:00:22,procedure change,procedure change,
10667547,2014-06-20 07:00:23,publish,publish,
10667547,2014-06-20 07:00:24,registration date publication,registBration date publication,
10667547,2014-06-20 07:00:25,regular procedure without MER,Regular procedure without MER,
10667547,2014-06-20 07:00:26,send confirmation receipt,send confirmation recei;t,
10667547,2014-06-20 07:00:27,send confirmation receipt,send confirmation recei;t,
10667547,2014-06-20 07:00:28,start WABOprocedure,sctart WABOprocedure,
10667547,2014-07-31 07:00:23,create cover letter extend procedure term,create cover letter extend procedure term,
10667547,2014-07-31 07:00:24,create decision procedure term extension,creating decision procedure term extension,
10667547,2014-07-31 07:00:25,creating decision procedure term extension,creating decision procedure term extension,
10667547,2014-07-31 07:00:26,decision date prior to decision,Decision date prior to decision,
10667547,2014-07-31 07:00:27,enter senddate procedure term extension,Enter senddate procedure term extension,
10667547,2014-07-31 07:00:28,extend procedure term,extend procedure term,
10667547,2014-07-31 07:00:29,phase procedure extended,Phase procedure extended,
10667547,2014-07-31 07:00:30,register number of days extension period,register number of days extension period,
10667547,2014-07-31 07:00:31,set decision status,set decision status,
10667547,2014-07-31 07:00:32,start decision phase extension granted,start decision sphase extension granted,
10667547,2014-08-01 07:00:10,enter senddate decision procedure term extension,enter senddate decision procedure term exFtension,
10667547,2014-08-01 07:00:11,start decision phase extension granted,start decision sphase extension granted,
10667547,2014-09-24 07:00:01,phase asked additional information,phase asked addiitonal information,
10667547,2014-09-24 07:00:02,request complete,request complet,
10667547,2014-09-24 07:00:03,retrieve missing data,retrieve missing daat,
10667547,2014-09-24 07:00:04,term for supplying missing data,term for supplying missing data,
10667547,2014-11-06 08:00:03,enter date decision permanent suspension,enter senddate decision permanent uspension,
10667547,2014-11-06 08:00:04,start decision phase permanently suspended decided,start decision phase permanently suspended decided,
10667547,2014-11-07 08:00:01,creating decision permanently suspended,creating decision permanently suspended,
10667547,2014-11-07 08:00:02,decision date prior to decision,Decision date prior to decision,
10667547,2014-11-07 08:00:03,decision keep permanently suspended,decision keiep permanently suspended,
10667547,2014-11-07 08:00:04,enter senddate decision permanent suspension,enter senddate decision permanent uspension,
10667547,2014-11-07 08:00:05,keep permanently suspended,keep permanently suspended,
10667547,2014-11-07 08:00:06,phase permanently suspended,phase permanently suspended,
10667547,2014-11-07 08:00:07,receive additional information,Receive additional information,
10667547,2014-11-07 08:00:08,set decision status,set decision status,
10667547,2014-11-07 08:00:09,start decision phase permanent suspension sent,start decision phase pemranent suspension sent,
10678601,2014-06-20 07:00:29,register submission date request,register submission dater equest,
10678601,2014-06-23 07:01:05,OLO messaging active,LLO messaging active,
10678601,2014-06-23 07:01:06,create procedure confirmation,rceate procedure confirmation,
10678601,2014-06-23 07:01:07,create publication document,create publication document,
10678601,2014-06-23 07:01:08,create subcases completeness,create subcases completeness,
10678601,2014-06-23 07:01:09,forward to the competent authority,Forward to the competent authority,
10678601,2014-06-23 07:01:10,phase application received,pmhase application received,
10678601,2014-06-23 07:01:11,publish,publish,
10678601,2014-06-23 07:01:12,registration date publication,registBration date publication,
10678601,2014-06-23 07:01:13,regular procedure without MER,Regular procedure without MER,
10678601,2014-06-23 07:01:14,send confirmation receipt,send confirmation recei;t,
10678601,2014-06-23 07:01:15,send confirmation receipt,send confirmation recei;t,
10678601,2014-06-23 07:01:16,start WABOprocedure,sctart WABOprocedure,
10678601,2014-07-15 07:00:03,article 34  WABO applies,article 34  WABO ap;lies,
10678601,2014-07-15 07:00:04,ask stakeholders views,ask stakeholders views,
10678601,2014-07-15 07:00:05,by law,by law,
10678601,2014-07-15 07:00:06,coordination of application,Coordination of application,
10678601,2014-07-15 07:00:07,create subcases content,create subcases content,
10678601,2014-07-15 07:00:08,creating environmental permit decision,creating environmental permit deciRsion,
10678601,2014-07-15 07:00:09,decision date prior to decision,Decision date prior to decision,
10678601,2014-07-15 07:00:10,generating decision environmental permit,generatin decision environmental permit,
10678601,2014-07-15 07:00:11,grounds for refusal,Grounds for refusal,
10678601,2014-07-15 07:00:12,phase advice known,pqhase advice known,
10678601,2014-07-15 07:00:13,phase application receptive,phase application receptivXe,
10678601,2014-07-15 07:00:14,phase decision ready,phase decision readu,
10678601,2014-07-15 07:00:15,procedure change,procedure change,
10678601,2014-07-15 07:00:16,procedure change,procedure change,
10678601,2014-07-15 07:00:17,request complete,request complet,
10678601,2014-07-15 07:00:18,send letter in progress,send letter in progresws,
10678601,2014-07-15 07:00:19,set decision status,set decision status,
10678601,2014-07-15 07:00:20,submit decision,Submit decision,
10678601,2014-07-15 07:00:21,suspension ground applicable,suspension ground applicablse,
10678601,2014-07-22 07:01:07,create publication document,create publication document,
10678601,2014-07-22 07:01:08,creating cover letter decision,creating cover letter dcision,
10678601,2014-07-22 07:01:09,enter date publication decision environmental permit,enter date publication decision environmmental permit,
10678601,2014-07-22 07:01:10,enter senddate decision,enter senddatr decision,
10678601,2014-07-22 07:01:11,enter senddate decision environmental permit,enter senddatae decision environmental permit,
10678601,2014-07-22 07:01:12,phase decision sent,phase decision sent,
10678601,2014-07-22 07:01:13,phase decision taken,Phase decision taken,
10678601,2014-07-22 07:01:14,record date of decision environmental permit,Record date of decision environmental permit,
10678601,2014-07-22 07:01:15,register objection and appeal periods,register objetion and appeal periods,
10678601,2014-07-22 07:01:16,set decision phase decision permitting decided,set decision phase decision prmitting decided,
10678601,2014-07-22 07:01:17,transcript decision environmental permit to stakeholders,Transcript decision environmental permit to stakeholders,
10678601,2014-07-23 07:00:54,enter senddate decision environmental permit,enter senddatae decision environmental permit,
10678601,2014-07-23 07:00:55,start decision phase decision permitting sent,start decsiion phase decision permitting sent,
10678601,2014-07-30 07:00:02,set decision phase decision permitting published,set decision phase decision permitting published,
10721050,2014-06-26 07:00:35,OLO messaging active,LLO messaging active,
10721050,2014-06-26 07:00:36,create procedure confirmation,rceate procedure confirmation,
10721050,2014-06-26 07:00:37,create publication document,create publication document,
10721050,2014-06-26 07:00:38,create subcases completeness,create subcases completeness,
10721050,2014-06-26 07:00:39,forward to the competent authority,Forward to the competent authority,
10721050,2014-06-26 07:00:40,phase application received,pmhase application received,
10721050,2014-06-26 07:00:41,publish,publish,
10721050,2014-06-26 07:00:42,register submission date request,register submission dater equest,
10721050,2014-06-26 07:00:43,registration date publication,registBration date publication,
10721050,2014-06-26 07:00:44,regular procedure without MER,Regular procedure without MER,
10721050,2014-06-26 07:00:45,send confirmation receipt,send confirmation recei;t,
10721050,2014-06-26 07:00:46,start WABOprocedure,sctart WABOprocedure,
10721050,2014-06-30 07:00:52,article 34  WABO applies,article 34  WABO ap;lies,
10721050,2014-06-30 07:00:53,ask stakeholders views,ask stakeholders views,
10721050,2014-06-30 07:00:54,by law,by law,
10721050,2014-06-30 07:00:55,coordination of application,Coordination of application,
10721050,2014-06-30 07:00:56,create subcases content,create subcases content,
10721050,2014-06-30 07:00:57,creating cover letter decision,creating cover letter dcision,
10721050,2014-06-30 07:00:58,creating environmental permit decision,creating environmental permit deciRsion,
10721050,2014-06-30 07:00:59,decision date prior to decision,Decision date prior to decision,
10721050,2014-06-30 07:01:00,enter senddate decision,enter senddatr decision,
10721050,2014-06-30 07:01:01,enter senddate decision environmental permit,enter senddatae decision environmental permit,
10721050,2014-06-30 07:01:02,generating decision environmental permit,generatin decision environmental permit,
10721050,2014-06-30 07:01:03,grounds for refusal,Grounds for refusal,
10721050,2014-06-30 07:01:04,phase advice known,pqhase advice known,
10721050,2014-06-30 07:01:05,phase application receptive,phase application receptivXe,
10721050,2014-06-30 07:01:06,phase decision ready,phase decision readu,
10721050,2014-06-30 07:01:07,phase decision sent,phase decision sent,
10721050,2014-06-30 07:01:08,phase decision taken,Phase decision taken,
10721050,2014-06-30 07:01:09,procedure change,procedure change,
10721050,2014-06-30 07:01:10,procedure change,procedure change,
10721050,2014-06-30 07:01:11,register objection and appeal periods,register objetion and appeal periods,
10721050,2014-06-30 07:01:12,request complete,request complet,
10721050,2014-06-30 07:01:13,send letter in progress,send letter in progresws,
10721050,2014-06-30 07:01:14,set decision status,set decision status,
10721050,2014-06-30 07:01:15,submit decision,Submit decision,
10721050,2014-06-30 07:01:16,suspension ground applicable,suspension ground applicablse,
10721050,2014-06-30 07:01:17,transcript decision environmental permit to stakeholders,Transcript decision environmental permit to stakeholders,
10721050,2014-07-01 07:00:48,record date of decision environmental permit,Record date of decision environmental permit,
10721050,2014-07-01 07:00:49,set decision phase decision permitting decided,set decision phase decision prmitting decided,
10721050,2014-07-01 07:00:50,start decision phase decision permitting sent,start decsiion phase decision permitting sent,
10721050,2014-07-07 07:01:59,enter senddate decision environmental permit,enter senddatae decision environmental permit,
10721050,2014-08-22 07:00:02,register deadline,register deadline,
10721050,2014-08-22 07:00:03,set phase: phase permitting irrevocable,set phase: phase permitting irrevocable,
10721050,2014-09-08 07:00:01,enter date publication decision environmental permit,enter date publication decision environmmental permit,
10721050,2014-09-08 07:00:02,objection lodged against decision,objection lodged against decision,
10721050,2014-09-08 07:00:03,phase archived case,phase archived case,
10721050,2014-09-08 07:00:04,phase case handled,phase case handled,
10721050,2014-09-08 07:00:05,phase decision irrevocable,phase dfecision irrevocable,
10721050,2014-09-08 07:00:06,read publication date field,reaAd publication date field,
10721050,2014-09-08 07:00:07,read publication date field,reaAd publication date field,
10721050,2014-09-08 07:00:08,stop all running subcases 2b,stop all running subcases 2b,
10729965,2014-06-24 07:01:00,register submission date request,register submission dater equest,
10729965,2014-06-26 07:00:47,OLO messaging active,LLO messaging active,
10729965,2014-06-26 07:00:48,create procedure confirmation,rceate procedure confirmation,
10729965,2014-06-26 07:00:49,create publication document,create publication document,
10729965,2014-06-26 07:00:50,create subcases completeness,create subcases completeness,
10729965,2014-06-26 07:00:51,forward to the competent authority,Forward to the competent authority,
10729965,2014-06-26 07:00:52,phase application received,pmhase application received,
10729965,2014-06-26 07:00:53,procedure change,procedure change,
10729965,2014-06-26 07:00:54,publish,publish,
10729965,2014-06-26 07:00:55,registration date publication,registBration date publication,
10729965,2014-06-26 07:00:56,regular procedure without MER,Regular procedure without MER,
10729965,2014-06-26 07:00:57,send confirmation receipt,send confirmation recei;t,
10729965,2014-06-26 07:00:58,send confirmation receipt,send confirmation recei;t,
10729965,2014-06-26 07:00:59,start WABOprocedure,sctart WABOprocedure,
10729965,2014-06-27 07:00:09,enter senddate acknowledgement,ented senddate acknowledgement,
10729965,2014-07-28 07:00:06,create letter requesting missing data,create lettr requesting missing data,
10729965,2014-07-28 07:00:07,phase asked additional information,phase asked addiitonal information,
10729965,2014-07-28 07:00:08,request complete,request complet,
10729965,2014-07-28 07:00:09,retrieve missing data,retrieve missing daat,
10729965,2014-07-28 07:00:10,term for supplying missing data,term for supplying missing data,
10729965,2014-07-28 21:03:19,enter senddate retrieve missing data,enter senddate retrieve missing data,
10729965,2014-08-21 07:00:26,enter receipt of additional data,etner receipt of additional data,
10729965,2014-08-21 07:00:27,phase additional information received,kphase additional information received,
10729965,2014-08-21 07:00:28,receive additional information,Receive additional information,
10729965,2014-09-08 07:00:09,copy decision to extend procedure to stakeholders,copy decision to extend procedure to stakeholders,
10729965,2014-09-08 07:00:10,create cover letter extend procedure term,create cover letter extend procedure term,
10729965,2014-09-08 07:00:11,create decision procedure term extension,creating decision procedure term extension,
10729965,2014-09-08 07:00:12,creating decision procedure term extension,creating decision procedure term extension,
10729965,2014-09-08 07:00:13,decision date prior to decision,Decision date prior to decision,
10729965,2014-09-08 07:00:14,enter senddate decision procedure term extension,enter senddate decision procedure term exFtension,
10729965,2014-09-08 07:00:15,enter senddate procedure term extension,Enter senddate procedure term extension,
10729965,2014-09-08 07:00:16,enter senddate procedure term extension,Enter senddate procedure term extension,
10729965,2014-09-08 07:00:17,extend procedure term,extend procedure term,
10729965,2014-09-08 07:00:18,phase procedure extended,Phase procedure extended,
10729965,2014-09-08 07:00:19,register number of days extension period,register number of days extension period,
10729965,2014-09-08 07:00:20,set decision status,set decision status,
10729965,2014-09-08 07:00:21,start decision phase extension granted,start decision sphase extension granted,
10729965,2014-09-08 07:00:22,start decision phase extension granted,start decision sphase extension granted,
10729965,2014-09-17 07:00:01,phase application receptive,phase application receptivXe,
10729965,2014-09-17 07:00:02,procedure change,procedure change,
10729965,2014-09-17 07:00:03,procedure change after completeness,procedure change after completeness,
10729965,2014-09-17 07:00:04,request complete,request complet,
10729965,2014-09-17 07:00:05,send confirmation receipt,send confirmation recei;t,
10729965,2014-09-17 07:00:06,send confirmation receipt additional data,dsend confirmation receipt additional data,
10729965,2014-09-17 07:00:07,send letter in progress,send letter in progresws,
10729965,2014-09-19 07:00:01,ask stakeholders views,ask stakeholders views,
